Geneid,ACC1,ACC2,ACC3,ACC4,ACC5,ACC6,ACC7,ACC8,ACV1,ACV2,ACV3,ACV4,ACV5,ACV6,ACV7,ACV8,AVV10,AVV3,AVV4,AVV5,AVV6,AVV7,AVV8,AVV9
AlixG017878,165,72,143,26,63,24,45,27,150,194,139,100,396,273,174,189,103,393,130,210,124,284,191,188
AlixG017881,47,26,16,10,42,31,4,7,31,82,14,3,71,106,38,22,31,93,83,111,37,73,54,33
AlixG017880,30,19,26,15,51,0,4,1,47,49,20,27,34,79,81,6,30,68,40,78,16,63,98,74
AlixG017868,2,0,0,0,24,0,0,1,0,22,5,5,0,3,4,0,2,2,32,3,18,0,0,0
AlixG017879,5,0,1,6,0,0,1,0,14,11,3,5,3,21,0,6,1,9,0,17,0,8,5,9
AlixG017866,89,39,53,87,60,60,5,38,179,105,140,20,140,184,99,46,375,169,138,157,120,254,257,127
AlixG017903,4141,2486,1045,1660,283,6134,66,627,975,6142,979,2207,1313,1419,1774,2112,696,1919,1290,2867,2036,2469,1327,1844
AlixG017911,4046,3293,893,1829,1363,4767,895,848,2098,3401,2540,2277,1896,2550,1810,1687,2597,3457,2800,3201,2577,2926,2684,2624
AlixG017900,1129,408,307,1026,245,562,65,218,631,930,772,406,768,768,1019,783,473,1271,967,897,957,957,887,1149
AlixG017871,440,1174,127,146,109,394,120,97,349,2930,208,181,249,292,194,912,155,472,251,750,182,447,277,572
AlixG017869,126,72,29,31,19,14,18,20,66,317,60,18,80,136,98,135,38,101,344,135,156,128,213,115
AlixG017875,160,108,63,133,147,46,95,36,138,192,164,168,298,357,125,124,103,175,217,250,162,306,386,238
AlixG017901,39,19,11,16,57,0,21,3,27,0,13,0,0,18,723,13,11,63,34,50,113,46,42,39
AlixG017905,572,660,154,124,86,197,34,40,288,423,255,38,315,377,216,462,309,462,362,570,284,355,235,500
AlixG017882,124,37,33,91,5,54,7,3,52,73,10,9,119,33,34,18,42,121,35,62,23,42,65,80
AlixG017907,14699,24467,1983,2100,1192,14381,1841,357,2066,14726,1156,2112,3204,1933,2206,30366,1515,11013,1933,17241,5476,3626,1347,9392
AlixG017874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017877,9,0,1,0,0,1,0,0,1,1,7,5,12,10,5,0,0,2,0,3,2,1,4,5
AlixG017884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017895,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AlixG017896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018200,422,239,254,666,2913,100,132,274,2415,241,1999,142,273,440,758,425,3996,539,1961,692,1878,742,699,755
AlixG018211,5812,6171,1059,2148,807,8377,469,1008,1518,7022,2119,1196,2118,1349,2646,5477,1932,4941,1358,3514,1930,2599,1827,5107
AlixG018225,351,261,443,418,122,308,81,132,467,104,515,214,754,476,723,454,442,666,551,568,717,757,528,655
AlixG018190,223,130,156,220,931,23,42,53,1258,126,798,43,147,206,420,97,1765,208,848,284,771,257,300,429
AlixG018216,0,0,92,10,1020,30,9,0,4,0,41,0,2,7,5036,293,1406,313,322,5,385,557,1604,611
AlixG018212,3982,4839,383,348,224,1946,229,272,953,3669,876,657,1352,993,668,2124,877,2401,651,1897,762,1013,836,2073
AlixG018186,3,3,4,0,2,0,2,0,4,9,9,5,5,1,0,1,1,0,0,1,4,5,1,9
AlixG018218,185,87,25,38,39,11,32,35,49,38,54,62,12,58,42,16,20,63,29,46,36,64,26,39
AlixG018226,1425,634,210,212,261,595,68,164,559,929,546,298,686,653,355,1040,394,1564,464,932,313,720,728,821
AlixG018181,739,496,68,153,47,1589,13,22,146,718,56,125,139,108,87,350,91,292,363,387,94,125,52,149
AlixG018182,731,318,29,351,293,382,22,77,445,492,627,12,39,20,394,480,1054,603,444,311,525,77,126,253
AlixG018215,1005,724,63,91,291,652,231,79,229,1119,322,315,417,185,308,919,391,738,221,616,273,629,414,405
AlixG018217,25,37,41,27,85,25,23,4,923,142,111,1,69,11,7,4,12,51,15,23,28,12,4,8
AlixG018188,505,328,101,112,131,243,49,50,347,249,195,229,195,185,149,147,404,372,117,199,160,197,228,166
AlixG018180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018197,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
AlixG018199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018214,384,443,50,48,60,284,38,43,90,419,96,79,124,78,80,244,68,216,41,221,75,118,84,192
AlixG018221,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,2,1,0,1,0,0
AlixG018223,5,4,4,1,5,17,0,0,6,25,20,5,10,6,8,3,15,16,6,4,11,6,15,0
AlixG018224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018184,36,47,14,16,3,8,15,20,44,61,24,15,21,24,22,41,59,33,21,23,10,22,12,7
AlixG018191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018196,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
AlixG018198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AlixG018222,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018230,0,0,3,0,0,0,0,0,2,0,0,2,0,5,0,0,2,0,1,1,2,2,1,1
AlixG018194,4,1,0,0,0,2,1,0,0,4,0,5,0,6,3,4,1,1,1,3,6,6,1,0
AlixG018189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AlixG018204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG018210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AlixG017826,82,73,39,26,47,69,3,3,54,120,41,2,53,14,12,34,68,90,30,71,32,33,45,103
AlixG017855,241,403,216,119,269,213,85,95,551,71,479,284,397,193,249,274,371,215,389,410,289,427,394,392
AlixG017857,515,160,155,366,179,71,583,81,251,108,275,168,325,234,273,292,388,305,99,274,384,469,266,388
AlixG017819,10,0,12,13,144,12,4,3,5,3,29,49,13,10,38,2,36,33,163,30,81,24,18,81
AlixG017822,1777,2896,483,620,639,672,389,317,894,1419,935,1090,1081,1288,799,616,977,1507,1067,1263,734,1133,1462,1190
AlixG017854,169,166,0,1,4,173,0,1,3,130,0,0,7,11,5,83,8,91,20,47,5,1,12,17
AlixG017815,2833,2695,371,579,182,2630,197,125,600,1654,686,205,619,954,513,2238,666,1765,726,1095,894,739,555,1184
AlixG017845,1172,323,654,1209,160,494,391,303,590,546,741,1137,1262,724,982,856,584,952,690,891,1088,914,656,924
AlixG017859,672,276,127,99,137,54,28,111,311,218,295,162,406,452,298,269,236,392,550,241,344,529,579,417
AlixG017824,534,863,139,320,227,590,365,146,447,713,408,375,788,356,234,302,421,493,549,532,290,560,935,476
AlixG017825,169,176,57,143,35,125,24,24,150,126,90,44,132,108,186,108,47,226,196,176,126,198,90,290
AlixG017853,371,1121,119,212,229,260,64,81,321,855,269,220,355,284,187,1361,148,974,229,793,273,276,225,652
AlixG017848,49,28,27,27,35,56,6,29,80,30,46,8,72,86,54,35,175,72,79,80,51,117,91,105
AlixG017846,14,5,21,0,212,1,2,0,24,46,13,1,0,1,1139,31,490,89,2,24,23,45,222,115
AlixG017858,0,0,6,0,8,1,2,1,6,3,1,5,3,13,0,0,2,30,6,1,2,3,21,0
AlixG017852,145,110,50,29,28,16,10,35,88,72,76,46,125,209,155,142,135,179,430,273,190,271,144,176
AlixG017843,123,30,94,227,59,49,18,43,288,125,283,85,197,266,186,307,325,142,378,240,598,347,260,281
AlixG017813,980,369,241,271,211,656,50,89,576,565,400,128,545,929,433,294,728,689,688,375,576,596,348,684
AlixG017837,838,714,140,687,190,314,384,90,473,368,441,391,749,476,386,460,415,1331,874,1204,456,726,1269,1045
AlixG017862,0,0,1,15,8,0,0,3,48,0,37,0,0,0,0,0,15,0,17,0,8,0,0,0
AlixG017856,182,105,118,174,105,39,41,89,213,89,132,351,221,162,284,101,170,309,201,119,272,371,285,235
AlixG017816,258,761,95,186,123,273,215,78,310,450,213,119,501,424,228,478,220,590,334,403,398,269,248,347
AlixG017863,0,0,0,19,6,0,1,2,43,0,4,0,0,0,0,0,7,0,13,0,18,0,0,0
AlixG017860,11,31,16,5,10,8,2,6,0,26,3,4,1,0,21,33,105,32,44,14,27,16,11,5
AlixG017828,101,12,82,86,48,6,11,33,223,101,127,19,167,108,86,27,124,33,53,52,195,33,56,419
AlixG017844,36482,23216,16404,76717,67803,18950,15855,17673,31954,26335,68696,96403,37765,44190,57469,44299,50903,41795,75262,49092,62124,63328,40106,37726
AlixG017861,12,6,4,4,8,4,2,6,0,4,1,13,2,4,24,2,7,2,9,6,8,2,6,3
AlixG017827,11,0,20,6,4,0,0,0,26,16,43,5,34,12,10,21,30,33,27,70,18,10,39,41
AlixG017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017847,0,0,6,1,0,0,0,1,1,0,2,0,0,21,7,9,11,7,6,1,0,0,5,7
AlixG017849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017831,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0
AlixG017832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017833,2,0,5,2,4,2,2,0,5,7,15,0,18,12,22,6,13,4,16,1,2,0,12,2
AlixG017835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AlixG017850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AlixG017983,1926,2346,382,556,380,2051,231,131,1202,1846,571,386,1044,759,643,1914,724,1457,807,2829,854,924,618,1819
AlixG017980,1608,676,1267,2916,2249,705,482,793,2617,1102,2911,2576,2077,1955,2693,2013,2300,1824,3649,2051,4320,2318,1761,1780
AlixG017968,3324,2751,1011,345,718,472,213,457,2859,3717,1262,230,2037,3015,1317,1606,2553,3149,1519,2727,1294,2518,1687,2360
AlixG017985,5124,4334,2492,2300,2189,2532,1055,599,4684,5236,3865,2843,5124,6106,3745,4639,2505,7219,4740,6649,4214,7719,4525,6464
AlixG017974,762,678,241,578,449,806,100,242,564,1460,832,311,580,661,928,1235,662,884,850,1022,851,892,515,799
AlixG017977,204,557,85,90,90,92,33,63,220,198,192,192,148,218,181,277,158,289,471,221,235,300,126,232
AlixG017971,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017984,2286,5013,476,492,555,1310,299,383,1646,2044,2187,788,1604,1173,663,1224,2138,1831,1034,1998,1125,1003,1285,1683
AlixG017990,127,74,29,330,39,119,591,43,93,192,398,141,241,166,227,99,72,514,1202,854,176,364,223,294
AlixG017972,0,6,3,0,8,4,1,6,19,0,6,0,0,0,5,8,11,0,0,6,4,2,0,4
AlixG017975,1649,2399,187,237,275,1018,131,283,374,1726,458,240,529,412,288,890,305,1151,402,884,319,360,408,826
AlixG017981,97,169,29,337,154,112,3,51,466,39,579,17,45,16,94,38,380,78,172,78,181,24,39,47
AlixG017979,2098,1639,629,589,1001,1501,403,436,1346,1818,945,769,1333,1272,1143,1064,1292,1405,1258,1677,1068,1355,941,1428
AlixG017967,1185,1017,756,634,377,1333,140,190,529,1155,470,412,531,855,1481,1428,2275,1276,407,820,867,591,388,678
AlixG017988,456,506,325,243,162,398,413,125,301,487,254,160,414,302,206,289,416,504,662,335,309,738,513,397
AlixG017978,5893,6178,994,1720,1304,1684,597,791,2109,5250,2122,1128,2432,2497,1584,7225,3802,7154,2292,4515,2577,2966,3574,5668
AlixG017992,29,55,4,25,11,52,4,0,10,71,0,5,4,0,8,118,11,57,16,44,24,30,3,51
AlixG017994,217,163,9,51,25,169,17,1,30,167,59,10,44,20,70,100,20,214,40,178,52,41,80,123
AlixG017991,95,56,5,17,19,14,7,4,25,162,36,5,34,9,33,80,12,82,77,73,19,23,58,69
AlixG017976,277,560,127,17,45,494,9,30,93,309,60,59,95,100,55,84,90,324,164,273,109,159,193,212
AlixG017969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017982,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AlixG017989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG017973,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0,0,0,2
AlixG017986,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
